DESC_PROVINCIA;CENTRO_EXAMEN;CODIGO_AUTOESCUELA;NOMBRE_AUTOESCUELA;CODIGO_SECCION;MES;ANYO;TIPO_EXAMEN;NOMBRE_PERMISO;NUM_APTOS;NUM_APTOS_1conv;NUM_APTOS_2conv;NUM_APTOS_3o4conv;NUM_APTOS_5_o_mas_conv;NUM_NO_APTOS
Albacete;Albacete;AB0198;ALARCON;01;12;2025;PRUEBA TEÓRICA;B  ;12;7;2;2;1;8
Albacete;Albacete;AB0198;ALARCON;01;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;6;5;1;0;0;9
Albacete;Albacete;AB0220;ALBA;01;12;2025;PRUEBA ESPECÍFICO;C  ;2;1;1;0;0;0
Albacete;Albacete;AB0220;ALBA;01;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;C  ;2;0;1;1;0;0
Albacete;Albacete;AB0220;ALBA;01;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;A1 ;0;0;0;0;0;1
Albacete;Albacete;AB0220;ALBA;01;12;2025;PRUEBA TEÓRICA;B  ;11;9;2;0;0;7
Albacete;Albacete;AB0220;ALBA;01;12;2025;PRUEBA TEÓRICA;A1 ;1;0;0;1;0;0
Albacete;Albacete;AB0220;ALBA;01;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;6;6;0;0;0;4
Albacete;Albacete;AB0017;ALEAN;  ;12;2025;PRUEBA TEÓRICA;RPV;0;0;0;0;0;2
Albacete;Albacete;AB0238;ATZ DRIVING;01;12;2025;PRUEBA TEÓRICA;B  ;3;2;1;0;0;2
Albacete;Albacete;AB0238;ATZ DRIVING;01;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;4;3;0;1;0;15
Albacete;Albacete;AB0250;AUTIUS;01;12;2025;PRUEBA TEÓRICA;B  ;7;5;1;1;0;10
Albacete;Albacete;AB0250;AUTIUS;01;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;13;11;2;0;0;11
Albacete;Albacete;AB0235;AUTOESCUELA CARRETAS;01;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;3;1;1;1;0;2
Albacete;Albacete;AB0235;AUTOESCUELA CARRETAS;01;12;2025;PRUEBA TEÓRICA;B  ;1;1;0;0;0;4
Albacete;Albacete;AB0210;AUTOESCUELA GP;01;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;A2 ;1;1;0;0;0;0
Albacete;Albacete;AB0210;AUTOESCUELA GP;01;12;2025;PRUEBA ESPECÍFICO;A2 ;2;0;1;1;0;0
Albacete;Albacete;AB0210;AUTOESCUELA GP;01;12;2025;PRUEBA TEÓRICA;B  ;5;3;1;1;0;1
Albacete;Albacete;AB0210;AUTOESCUELA GP;01;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;1;1;0;0;0;2
Albacete;Albacete;AB0192;AUTOESCUELA RUIZ;01;12;2025;PRUEBA TEÓRICA;B  ;5;4;0;1;0;4
Albacete;Albacete;AB0192;AUTOESCUELA RUIZ;01;12;2025;PRUEBA ESPECÍFICO;AM ;1;1;0;0;0;0
Albacete;Albacete;AB0192;AUTOESCUELA RUIZ;01;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;3;1;0;2;0;3
Albacete;Albacete;AB0192;AUTOESCUELA RUIZ;01;12;2025;PRUEBA ESPECÍFICO;A2 ;1;1;0;0;0;0
Albacete;Albacete;AB0236;AVENIDA;01;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;5;1;2;1;1;3
Albacete;Albacete;AB0236;AVENIDA;01;12;2025;PRUEBA TEÓRICA;B  ;0;0;0;0;0;2
Albacete;Albacete;AB0214;BIANCO;01;12;2025;PRUEBA TEÓRICA;B  ;5;2;2;1;0;1
Albacete;Albacete;AB0214;BIANCO;01;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;1;0;0;1;0;1
Albacete;Albacete;AB0080;CIMA;01;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;A1 ;0;0;0;0;0;1
Albacete;Albacete;AB0080;CIMA;01;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;4;2;2;0;0;5
Albacete;Albacete;AB0080;CIMA;03;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;1;1;0;0;0;1
Albacete;Albacete;CU0015;CRISCE;03;12;2025;PRUEBA ESPECÍFICO;C  ;19;18;0;1;0;2
Albacete;Albacete;CU0015;CRISCE;03;12;2025;PRUEBA ESPECÍFICO;EC ;3;3;0;0;0;2
Albacete;Albacete;CU0015;CRISCE;03;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;EC ;2;2;0;0;0;0
Albacete;Albacete;CU0015;CRISCE;03;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;7;6;1;0;0;4
Albacete;Albacete;CU0015;CRISCE;03;12;2025;PRUEBA ESPECÍFICO;AM ;2;2;0;0;0;1
Albacete;Albacete;CU0015;CRISCE;03;12;2025;PRUEBA ESPECÍFICO;A1 ;1;0;1;0;0;0
Albacete;Albacete;CU0015;CRISCE;03;12;2025;PRUEBA TEÓRICA;B  ;7;5;2;0;0;11
Albacete;Albacete;CU0015;CRISCE;03;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;C  ;6;5;0;1;0;2
Albacete;Albacete;CU0015;CRISCE;03;12;2025;PRUEBA TEÓRICA;A1 ;1;0;1;0;0;1
Albacete;Albacete;CU0015;CRISCE;03;12;2025;PRUEBA ESPECÍFICO;A2 ;2;2;0;0;0;1
Albacete;Albacete;CU0017;EL AVION;02;12;2025;PRUEBA TEÓRICA;B  ;0;0;0;0;0;1
Albacete;Albacete;CU0017;EL AVION;02;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;2;2;0;0;0;2
Albacete;Albacete;AB0222;EN RUTA;01;12;2025;PRUEBA TEÓRICA;B  ;2;2;0;0;0;4
Albacete;Albacete;AB0222;EN RUTA;01;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;3;2;0;1;0;2
Albacete;Albacete;AB0256;FORMANCHUELA;01;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;3;0;2;1;0;1
Albacete;Albacete;V 0003;GANDIA;  ;12;2025;PRUEBA TEÓRICA;RPV;1;1;0;0;0;0
Albacete;Albacete;AB0258;GARCIA RUIZ;01;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;2;2;0;0;0;2
Albacete;Albacete;AB0121;GOMEZ;01;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;3;2;1;0;0;0
Albacete;Albacete;AB0121;GOMEZ;01;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;C  ;0;0;0;0;0;1
Albacete;Albacete;AB0121;GOMEZ;01;12;2025;PRUEBA TEÓRICA;B  ;2;2;0;0;0;1
Albacete;Albacete;AB0121;GOMEZ;01;12;2025;PRUEBA ESPECÍFICO;C  ;1;0;0;1;0;0
Albacete;Albacete;AB0184;HERREROS;02;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;8;5;2;1;0;4
Albacete;Albacete;AB0184;HERREROS;02;12;2025;PRUEBA TEÓRICA;B  ;6;6;0;0;0;5
Albacete;Albacete;AB0056;HINAREJOS;01;12;2025;PRUEBA TEÓRICA;A1 ;2;1;1;0;0;1
Albacete;Albacete;AB0056;HINAREJOS;01;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;C  ;2;2;0;0;0;2
Albacete;Albacete;AB0056;HINAREJOS;01;12;2025;PRUEBA ESPECÍFICO;AM ;0;0;0;0;0;1
Albacete;Albacete;AB0056;HINAREJOS;01;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;A2 ;2;1;1;0;0;0
Albacete;Albacete;AB0056;HINAREJOS;01;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;11;4;6;0;1;7
Albacete;Albacete;AB0056;HINAREJOS;01;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;A1 ;1;1;0;0;0;0
Albacete;Albacete;AB0056;HINAREJOS;01;12;2025;PRUEBA ESPECÍFICO;D  ;0;0;0;0;0;1
Albacete;Albacete;AB0056;HINAREJOS;01;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;EC ;2;1;1;0;0;0
Albacete;Albacete;AB0056;HINAREJOS;01;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;D  ;2;2;0;0;0;0
Albacete;Albacete;AB0056;HINAREJOS;01;12;2025;PRUEBA ESPECÍFICO;C  ;11;9;1;1;0;0
Albacete;Albacete;AB0056;HINAREJOS;01;12;2025;PRUEBA ESPECÍFICO;A1 ;1;1;0;0;0;2
Albacete;Albacete;AB0056;HINAREJOS;01;12;2025;PRUEBA ESPECÍFICO;EC ;1;1;0;0;0;0
Albacete;Albacete;AB0056;HINAREJOS;01;12;2025;PRUEBA ESPECÍFICO;A2 ;1;1;0;0;0;1
Albacete;Albacete;AB0056;HINAREJOS;01;12;2025;PRUEBA TEÓRICA;B  ;30;23;5;1;1;24
Albacete;Albacete;AB0213;HINAREJOS FERNANDEZ;01;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;3;2;1;0;0;1
Albacete;Albacete;MU0409;HOY VOY;02;12;2025;PRUEBA TEÓRICA;B  ;22;13;3;6;0;8
Albacete;Albacete;MU0409;HOY VOY;02;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;14;5;6;2;1;11
Albacete;Albacete;AB0219;HUERTA;01;12;2025;PRUEBA TEÓRICA;B  ;2;2;0;0;0;10
Albacete;Albacete;AB0219;HUERTA;01;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;1;1;0;0;0;3
Albacete;Albacete;CU0080;INIESTA;02;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;3;3;0;0;0;0
Albacete;Albacete;CU0080;INIESTA;02;12;2025;PRUEBA TEÓRICA;B  ;9;6;3;0;0;5
Albacete;Albacete;AB0129;JAGUAR SL;01;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;5;2;2;1;0;1
Albacete;Albacete;AB0129;JAGUAR SL;01;12;2025;PRUEBA TEÓRICA;B  ;2;1;1;0;0;7
Albacete;Albacete;AB0132;JIMAR SL;01;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;EC ;1;1;0;0;0;0
Albacete;Albacete;AB0132;JIMAR SL;01;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;1;1;0;0;0;1
Albacete;Albacete;AB0132;JIMAR SL;01;12;2025;PRUEBA ESPECÍFICO;A1 ;0;0;0;0;0;1
Albacete;Albacete;AB0132;JIMAR SL;01;12;2025;PRUEBA ESPECÍFICO;AM ;0;0;0;0;0;1
Albacete;Albacete;AB0132;JIMAR SL;01;12;2025;PRUEBA TEÓRICA;A1 ;1;0;1;0;0;0
Albacete;Albacete;AB0132;JIMAR SL;01;12;2025;PRUEBA ESPECÍFICO;A2 ;1;1;0;0;0;0
Albacete;Albacete;AB0132;JIMAR SL;01;12;2025;PRUEBA TEÓRICA;B  ;3;3;0;0;0;6
Albacete;Albacete;AB0141;LA RODA;01;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;10;7;3;0;0;2
Albacete;Albacete;AB0141;LA RODA;01;12;2025;PRUEBA TEÓRICA;B  ;11;6;4;1;0;13
Albacete;Albacete;AB0226;LA VEREDA;02;12;2025;PRUEBA TEÓRICA;B  ;1;0;1;0;0;3
Albacete;Albacete;AB0226;LA VEREDA;02;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;1;1;0;0;0;5
Albacete;Albacete;AB0119;LINEAL S L;01;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;4;0;2;2;0;1
Albacete;Albacete;AB0119;LINEAL S L;01;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;C  ;3;1;1;1;0;0
Albacete;Albacete;AB0119;LINEAL S L;01;12;2025;PRUEBA TEÓRICA;B  ;2;1;1;0;0;7
Albacete;Albacete;AB0119;LINEAL S L;01;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;C1 ;2;2;0;0;0;0
Albacete;Albacete;AB0224;MARCHE;01;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;5;0;2;3;0;11
Albacete;Albacete;AB0224;MARCHE;01;12;2025;PRUEBA TEÓRICA;B  ;6;5;1;0;0;4
Albacete;Albacete;AB0257;MAS JAGUAR;01;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;4;2;1;1;0;0
Albacete;Albacete;AB0255;MAS JIMAR;01;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;1;1;0;0;0;1
Albacete;Albacete;AB0241;MAS LINEAL;01;12;2025;PRUEBA ESPECÍFICO;AM ;2;1;1;0;0;1
Albacete;Albacete;AB0241;MAS LINEAL;01;12;2025;PRUEBA TEÓRICA;B  ;1;1;0;0;0;0
Albacete;Albacete;AB0241;MAS LINEAL;01;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;3;2;1;0;0;0
Albacete;Albacete;AB0241;MAS LINEAL;01;12;2025;PRUEBA ESPECÍFICO;A2 ;2;2;0;0;0;0
Albacete;Albacete;AB0241;MAS LINEAL;01;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;C1 ;1;1;0;0;0;0
Albacete;Albacete;AB0241;MAS LINEAL;01;12;2025;PRUEBA ESPECÍFICO;C  ;1;1;0;0;0;0
Albacete;Albacete;AB0241;MAS LINEAL;02;12;2025;PRUEBA TEÓRICA;B  ;1;0;0;1;0;3
Albacete;Albacete;AB0241;MAS LINEAL;02;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;1;0;1;0;0;2
Albacete;Albacete;AB0241;MAS LINEAL;03;12;2025;PRUEBA ESPECÍFICO;C  ;1;1;0;0;0;0
Albacete;Albacete;AB0241;MAS LINEAL;03;12;2025;PRUEBA TEÓRICA;B  ;4;4;0;0;0;1
Albacete;Albacete;AB0241;MAS LINEAL;03;12;2025;PRUEBA ESPECÍFICO;C1 ;1;1;0;0;0;1
Albacete;Albacete;AB0241;MAS LINEAL;03;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;C1 ;1;0;1;0;0;1
Albacete;Albacete;AB0241;MAS LINEAL;03;12;2025;PRUEBA ESPECÍFICO;A2 ;2;2;0;0;0;0
Albacete;Albacete;AB0241;MAS LINEAL;03;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;4;1;2;1;0;1
Albacete;Albacete;CU0001;MILLA;  ;12;2025;PRUEBA TEÓRICA;RPV;3;1;2;0;0;3
Albacete;Albacete;AB0228;MOTOESCUELA TRANSFOR;01;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;A1 ;2;2;0;0;0;0
Albacete;Albacete;AB0228;MOTOESCUELA TRANSFOR;01;12;2025;PRUEBA ESPECÍFICO;A1 ;1;1;0;0;0;1
Albacete;Albacete;AB0228;MOTOESCUELA TRANSFOR;01;12;2025;PRUEBA TEÓRICA;B  ;1;1;0;0;0;0
Albacete;Albacete;AB0228;MOTOESCUELA TRANSFOR;01;12;2025;PRUEBA ESPECÍFICO;A2 ;5;5;0;0;0;1
Albacete;Albacete;AB0228;MOTOESCUELA TRANSFOR;01;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;A2 ;12;10;2;0;0;1
Albacete;Albacete;AB0228;MOTOESCUELA TRANSFOR;01;12;2025;PRUEBA TEÓRICA;A1 ;0;0;0;0;0;2
Albacete;Albacete;AB0228;MOTOESCUELA TRANSFOR;01;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;3;3;0;0;0;3
Albacete;Albacete;AB0251;NEW JAGUAR;01;12;2025;PRUEBA TEÓRICA;B  ;0;0;0;0;0;1
Albacete;Albacete;AB0251;NEW JAGUAR;01;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;3;2;1;0;0;0
Albacete;Albacete;AB0131;NOVEL SL;01;12;2025;PRUEBA TEÓRICA;B  ;4;3;1;0;0;6
Albacete;Albacete;AB0131;NOVEL SL;01;12;2025;PRUEBA ESPECÍFICO;A2 ;1;0;1;0;0;0
Albacete;Albacete;AB0131;NOVEL SL;01;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;5;3;2;0;0;2
Albacete;Albacete;AB0131;NOVEL SL;03;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;D  ;1;1;0;0;0;3
Albacete;Albacete;AB0131;NOVEL SL;03;12;2025;PRUEBA TEÓRICA;B  ;10;7;1;2;0;5
Albacete;Albacete;AB0131;NOVEL SL;03;12;2025;PRUEBA ESPECÍFICO;EC ;2;2;0;0;0;0
Albacete;Albacete;AB0131;NOVEL SL;03;12;2025;PRUEBA ESPECÍFICO;D  ;2;1;1;0;0;0
Albacete;Albacete;AB0131;NOVEL SL;03;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;C  ;0;0;0;0;0;1
Albacete;Albacete;AB0131;NOVEL SL;03;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;8;6;2;0;0;5
Albacete;Albacete;AB0131;NOVEL SL;03;12;2025;PRUEBA ESPECÍFICO;C  ;2;2;0;0;0;1
Albacete;Albacete;AB0131;NOVEL SL;04;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;5;1;1;3;0;4
Albacete;Albacete;AB0131;NOVEL SL;04;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;A2 ;0;0;0;0;0;1
Albacete;Albacete;AB0131;NOVEL SL;04;12;2025;PRUEBA ESPECÍFICO;AM ;1;1;0;0;0;0
Albacete;Albacete;AB0131;NOVEL SL;04;12;2025;PRUEBA ESPECÍFICO;A1 ;1;1;0;0;0;0
Albacete;Albacete;AB0131;NOVEL SL;04;12;2025;PRUEBA TEÓRICA;B  ;6;3;1;1;1;6
Albacete;Albacete;AB0131;NOVEL SL;04;12;2025;PRUEBA TEÓRICA;A1 ;1;0;1;0;0;1
Albacete;Albacete;AB0131;NOVEL SL;05;12;2025;PRUEBA ESPECÍFICO;C  ;1;0;1;0;0;0
Albacete;Albacete;AB0131;NOVEL SL;05;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;5;3;2;0;0;2
Albacete;Albacete;AB0131;NOVEL SL;05;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;C  ;1;0;1;0;0;1
Albacete;Albacete;AB0131;NOVEL SL;05;12;2025;PRUEBA TEÓRICA;B  ;2;2;0;0;0;4
Albacete;Albacete;AB0131;NOVEL SL;06;12;2025;PRUEBA TEÓRICA;B  ;1;1;0;0;0;4
Albacete;Albacete;AB0131;NOVEL SL;06;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;C  ;1;1;0;0;0;0
Albacete;Albacete;AB0131;NOVEL SL;06;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;7;3;3;1;0;4
Albacete;Albacete;AB0131;NOVEL SL;06;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;A2 ;1;1;0;0;0;0
Albacete;Albacete;AB0253;NUEVO AVANCE;01;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;1;0;0;1;0;1
Albacete;Albacete;AB0253;NUEVO AVANCE;01;12;2025;PRUEBA TEÓRICA;B  ;2;1;0;1;0;6
Albacete;Albacete;CU0082;PAÑOS;01;12;2025;PRUEBA TEÓRICA;B  ;2;0;2;0;0;0
Albacete;Albacete;AB0033;PAÑOS;01;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;4;1;2;1;0;4
Albacete;Albacete;AB0033;PAÑOS;01;12;2025;PRUEBA TEÓRICA;A1 ;0;0;0;0;0;1
Albacete;Albacete;AB0033;PAÑOS;01;12;2025;PRUEBA TEÓRICA;B  ;7;7;0;0;0;4
Albacete;Albacete;CU0082;PAÑOS;01;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;2;0;0;1;1;0
Albacete;Albacete;AB0033;PAÑOS;01;12;2025;PRUEBA ESPECÍFICO;C  ;2;2;0;0;0;2
Albacete;Albacete;AB0033;PAÑOS;01;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;C  ;2;1;1;0;0;0
Albacete;Albacete;AB0033;PAÑOS;03;12;2025;PRUEBA TEÓRICA;B  ;0;0;0;0;0;2
Albacete;Albacete;AB0033;PAÑOS;05;12;2025;PRUEBA TEÓRICA;B  ;6;3;3;0;0;3
Albacete;Albacete;AB0033;PAÑOS;05;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;EC ;2;1;1;0;0;1
Albacete;Albacete;AB0033;PAÑOS;05;12;2025;PRUEBA ESPECÍFICO;EC ;2;2;0;0;0;1
Albacete;Albacete;AB0033;PAÑOS;05;12;2025;PRUEBA ESPECÍFICO;C  ;5;3;2;0;0;1
Albacete;Albacete;AB0033;PAÑOS;05;12;2025;PRUEBA ESPECÍFICO;C1 ;1;1;0;0;0;0
Albacete;Albacete;AB0033;PAÑOS;05;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;C  ;1;1;0;0;0;0
Albacete;Albacete;AB0033;PAÑOS;05;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;3;2;0;1;0;3
Albacete;Albacete;AB0189;PYD HINAREJOS;01;12;2025;PRUEBA ESPECÍFICO;EC ;1;1;0;0;0;0
Albacete;Albacete;AB0189;PYD HINAREJOS;01;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;EC ;2;2;0;0;0;1
Albacete;Albacete;AB0189;PYD HINAREJOS;01;12;2025;PRUEBA ESPECÍFICO;D  ;2;0;2;0;0;0
Albacete;Albacete;AB0189;PYD HINAREJOS;01;12;2025;PRUEBA TEÓRICA;B  ;2;1;0;1;0;5
Albacete;Albacete;AB0189;PYD HINAREJOS;01;12;2025;PRUEBA ESPECÍFICO;C  ;3;2;1;0;0;1
Albacete;Albacete;AB0189;PYD HINAREJOS;01;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;A1 ;1;1;0;0;0;0
Albacete;Albacete;AB0189;PYD HINAREJOS;01;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;C  ;4;3;1;0;0;2
Albacete;Albacete;AB0189;PYD HINAREJOS;01;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;15;9;5;1;0;9
Albacete;Albacete;AB0189;PYD HINAREJOS;01;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;A2 ;3;3;0;0;0;1
Albacete;Albacete;AB0189;PYD HINAREJOS;02;12;2025;PRUEBA TEÓRICA;B  ;1;1;0;0;0;0
Albacete;Albacete;AB0098;RACING SL;01;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;C  ;0;0;0;0;0;2
Albacete;Albacete;AB0098;RACING SL;01;12;2025;PRUEBA TEÓRICA;B  ;1;1;0;0;0;1
Albacete;Albacete;AB0098;RACING SL;01;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;A2 ;2;2;0;0;0;0
Albacete;Albacete;AB0098;RACING SL;01;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;0;0;0;0;0;1
Albacete;Albacete;AB0225;RUBIK;01;12;2025;PRUEBA TEÓRICA;B  ;13;11;1;0;1;5
Albacete;Albacete;AB0225;RUBIK;01;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;6;4;2;0;0;8
Albacete;Albacete;AB0144;SAN PABLO;01;12;2025;PRUEBA TEÓRICA;B  ;3;3;0;0;0;2
Albacete;Albacete;AB0144;SAN PABLO;01;12;2025;PRUEBA ESPECÍFICO;A2 ;1;1;0;0;0;0
Albacete;Albacete;AB0144;SAN PABLO;01;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;3;1;0;1;1;1
Albacete;Albacete;AB0000;TURNO LIBRE;02;12;2025;PRUEBA TEÓRICA;B  ;2;1;0;1;0;12
Albacete;Albacete;AB0000;TURNO LIBRE;02;12;2025;PRUEBA ESPECÍFICO;D  ;0;0;0;0;0;1
Albacete;Albacete;AB0000;TURNO LIBRE;02;12;2025;PRUEBA ESPECÍFICO;EC ;1;0;1;0;0;0
Albacete;Albacete;V 0017;VENTURA;  ;12;2025;PRUEBA TEÓRICA;RPV;1;0;1;0;0;0
Albacete;Albacete;AB0153;VIAL;01;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;8;6;1;0;1;2
Albacete;Albacete;AB0153;VIAL;01;12;2025;PRUEBA TEÓRICA;A1 ;2;1;0;1;0;0
Albacete;Albacete;AB0153;VIAL;01;12;2025;PRUEBA ESPECÍFICO;A1 ;1;1;0;0;0;0
Albacete;Albacete;AB0153;VIAL;01;12;2025;PRUEBA ESPECÍFICO;C  ;2;2;0;0;0;0
Albacete;Albacete;AB0153;VIAL;01;12;2025;PRUEBA TEÓRICA;B  ;11;6;2;2;1;11
Albacete;Albacete;AB0153;VIAL;01;12;2025;PRUEBA ESPECÍFICO;A2 ;3;3;0;0;0;0
Albacete;Albacete;AB0153;VIAL;01;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;C  ;0;0;0;0;0;1
Albacete;Albacete;AB0153;VIAL;03;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;C  ;1;0;0;1;0;0
Albacete;Albacete;AB0153;VIAL;03;12;2025;PRUEBA ESPECÍFICO;C  ;1;1;0;0;0;0
Albacete;Albacete;AB0153;VIAL;03;12;2025;PRUEBA ESPECÍFICO;A1 ;0;0;0;0;0;1
Albacete;Albacete;AB0153;VIAL;03;12;2025;PRUEBA TEÓRICA;B  ;17;12;2;1;2;7
Albacete;Albacete;AB0153;VIAL;03;12;2025;PRUEBA ESPECÍFICO;AM ;1;1;0;0;0;0
Albacete;Albacete;AB0153;VIAL;03;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;15;9;2;3;1;5
Albacete;Albacete;AB0153;VIAL;03;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;A1 ;1;0;0;1;0;0
Albacete;Albacete ( municipio sin especificar) ;AB0198;ALARCON;01;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;0;0;0;0;0;1
Albacete;Albacete ( municipio sin especificar) ;AB0220;ALBA;01;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;1;1;0;0;0;0
Albacete;Albacete ( municipio sin especificar) ;AB0081;ALMANSA S L;01;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;B  ;1;1;0;0;0;0
Albacete;Albacete ( municipio sin especificar) ;AB0237;DIAZ;01;12;2025;PRUEBA TEÓRICA;B  ;1;0;0;1;0;0
Albacete;Albacete ( municipio sin especificar) ;AB0194;EL ANGEL;01;12;2025;PRUEBA ESPECÍFICO;C  ;0;0;0;0;0;1
Albacete;Albacete ( municipio sin especificar) ;AB0169;EL BONILLO;01;12;2025;PRUEBA CONDUCCIÓN Y CIRCULACIÓN;EC ;1;1;0;0;0;0
